HLA-DRA 15.4085569422131
HLA-DRB5 13.5708616552329
HLA-DRB1 13.4267917758854
HLA-DRB6 12.9989156187078
HLA-DQB1 12.5267758758691
HLA-DQA1 12.5205686628023
BTNL2 12.4085680684119
HCG23 11.922668438871
HLA-DQA2 11.3509281346013
HLA-DQB2 11.1420285957733
C6orf10 10.5131446447231
HLA-DOB 7.30795546038544
NOTCH4 6.69143558643876
TAP2 6.13844766814283
GPSM3 5.33550845550943
TAPSAR1 5.0914988964384
TAP1 5.01243204330452
PSMB8 4.9899545873639
PSMB9 4.86489916623428
CDC42EP1 4.68512200846419
LGALS2 4.49813318071973
PBX2 4.34237056861105
AGER 4.28091742609851
MIR6833 4.24110324007757
RNF5 4.22285603238633
RNF5P1 4.22285603238633
HLA-DMB 4.15222381301761
GGA1 4.1262145391818
AGPAT1 4.07559147885848
HLA-DMA 4.03668448861389
EGFL8 3.46620253015968
MIR6721 3.44855000202712
PPT2 3.36772496751519
LOC100294145 3.35988642807064
PPT2-EGFL8 3.3266933455178
RNF11 3.31442843071465
BRD2 3.31221250097122
LOC100507547 3.03329053437498
CARD10 2.99276446245405
LOC100288974 2.98678346037556
SPINT2 2.97334418612296
SDHAP1 2.97106292292932
PRRT1 2.96851074429025
HLA-DOA 2.83570664068554
NEU4 2.80534692804707
OSMR-AS1 2.80016257779184
DHX8 2.79811149963403
ETV4 2.79615153625377
LOC284395 2.76909148067924
MBL1P 2.76530559285778
TFRC 2.73546550492173
XPNPEP2 2.66408096900929
IMPG2 2.64853224289024
LOC642361 2.63135987142351
FKBPL 2.6008629896614
IGSF8 2.58711964153503
LINC01214 2.5819474217625
KLRK1 2.58090378262201
ATF6B 2.58083760441511
LOC101927295 2.57383045296467
GOLT1A 2.56928011213672
PLEKHA6 2.55166476625982
KLRD1 2.54261775356962
GAL3ST2 2.50527507314521
C1orf185 2.50467772278405
KIR3DL1 2.50467772278405
MIR2117 2.49881745400981
KRTAP9-1 2.48574453156262
KRTAP9-2 2.48206550581435
LOC101928100 2.47443694172993
TTC39A 2.46345418245156
KRTAP9-3 2.45904519107387
PLEKHM1 2.45286552019331
KIR2DL4 2.44244467948791
KLRC4-KLRK1 2.42230144249074
KRTAP9-8 2.40186635418676
LRRC75B 2.39933197935694
KRTAP9-4 2.38859536228841
KRTAP9-9 2.38131401142148
KRTAP9-6 2.37978063513113
TOMM5 2.37826303002643
UBE3C 2.37117188825776
TFF3 2.36636997653094
LY6H 2.35851597420996
KIR2DL1 2.35449913242756
PPP1R14A 2.35279313091445
MIR8074 2.35074304863077
GPATCH4 2.34490000002929
VSTM2B 2.33964687435981
ARHGAP27 2.3392293564723
KRTAP9-7 2.33300493205124
KCNJ9 2.31881305282786
KCNK6 2.31642168157728
SNRPD3 2.31583712434494
KRTAP4-1 2.30436949808141
APOA1BP 2.28967950369556
MIR4460 2.27871712174845
KLK6 2.26526415957908
GGT1 2.24812069092833
CHRM3-AS2 2.23416014501353
ABCG1 2.22356034292305
ATP1A2 2.2221601055776
ZNF503-AS2 2.22161718763705
ZNF503 2.21329825490095
TCL6 2.2057908836535
BIN3-IT1 2.20150818761952
LOC101928611 2.19477788657769
CD33 2.1912760116811
TAF7L 2.18394439230395
ENPP4 2.17903705780921
TCL1B 2.17686499206032
EGR3 2.17506103257143
KLK5 2.16835414657102
ZFP1 2.16612648313278
CREB5 2.16296108980863
KIR2DS4 2.1562565875317
DBX1 2.15110918676716
